Food Item, Dining Hall, Meal, Allergens, Dietary Restrictions, Date, Calories, Serving Size, Total Fat, Total Carbohydrates, Saturated Fat, Dietary Fiber , Trans Fat, Total Sugars, Cholesterol, Added Sugars, Sodium, Protein, Calcium, Iron, Vitamin D, Potassium
Cranberry Orange Bread,Whitney,Breakfast,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-23,260,1/16 LOAF,10g,40.1g,4.5g,0.8g,0g,23.5g,44.9mg,0g,210.6mg,3g,16.1mg,1.1mg,0mcg,50.1mg
Margarita Burger,Whitney,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-02-23,202,1 EACH,5.8g,32.3g,1g,1.2g,0g,3g,0mg,0g,318.6mg,6g,55.5mg,4.1mg,0.5mcg,442.2mg
Island Jerk Chicken,Whitney,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-23,240,1 EACH,7.9g,3.3g,1.7g,0.8g,0g,1.4g,164.1mg,0.4g,375mg,35.1g,49.3mg,2.1mg,0mcg,66.4mg
Sweet & Sour Shrimp,Whitney,Lunch,"Crustacean Shellfish, Wheat, Soybeans, Gluten",['Less Sodium'],2023-02-23,339,6 OZ,11.1g,48.8g,0.7g,0.1g,0g,17.9g,69mg,8.5g,490.7mg,11.1g,38.2mg,1mg,0mcg,182.1mg
Bacon Corn Chowder,Whitney,Lunch,Milk,"['Gluten Friendly', 'Less Sodium']",2023-02-23,105,6 OZL,1.2g,19.6g,0.7g,0.1g,0g,6.4g,4.4mg,2.9g,299.3mg,2.8g,67mg,0mg,0.8mcg,51.4mg
Baked Plantains,Whitney,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-23,194,3 EACH,3.7g,38.8g,0.7g,1.5g,0g,32.8g,0mg,0g,0mg,0.7g,5.2mg,0.4mg,0mcg,552.1mg
Coconut Rice,Whitney,Lunch,Coconut,"['Gluten Friendly', 'Contains Nuts', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-23,186,4 OZ,7.1g,27.3g,6.5g,0.6g,0g,3.8g,0mg,0g,66.4mg,3g,22.8mg,1.4mg,0mcg,104mg
Corn With Lime Butter,Whitney,Lunch,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-23,75,3 OZ,0.8g,15.6g,0.5g,0.2g,0g,1.3g,2mg,0g,29.6mg,1g,0.9mg,0mg,0mcg,22.8mg
Gyro Bar,Whitney,Lunch,,[],2023-02-23,0,1 EACH,0g,0g,0g,0g,0g,0g,0mg,0g,1.1mg,0g,0.9mg,0mg,0mcg,0mg
Cherry Crisp,Whitney,Lunch,"Wheat, Soybeans, Gluten, The UConn bakery uses coconut (a tree nut).","['Vegetarian', 'Vegan']",2023-02-23,277,"1/35 2""PAN",6.1g,52.8g,1.8g,1.2g,0g,33.9g,0mg,12.6g,147.1mg,2.5g,9.8mg,0.8mg,0mcg,55.5mg
Chocolate Chip Cookie,Whitney,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-23,170,1 EACH,8g,23g,4g,1g,0g,15g,10mg,0g,130mg,2g,0mg,2mg,mcg,70mg
Fried Chicken,Whitney,Dinner,"Milk, Eggs, Wheat, Gluten",['Less Sodium'],2023-02-23,501,1 PORT,43.9g,6.6g,8g,0.2g,0g,0.1g,77.3mg,0g,124.8mg,21.3g,13.6mg,1.1mg,0.1mcg,28.1mg
Low Country Shrimp & Grits,Whitney,Dinner,"Milk, Fish, Crustacean Shellfish",['Gluten Friendly'],2023-02-23,216,6 OZ,13.2g,10.4g,8.7g,0.4g,0g,1.2g,93.9mg,0.1g,547.4mg,11g,359.2mg,0.7mg,0mcg,123.8mg
Mac & Cheese Bar,Whitney,Dinner,,[],2023-02-23,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Sesame Tofu Steak,Whitney,Dinner,"Soybeans, Gluten, Sesame","['Vegetarian', 'Vegan']",2023-02-23,282,1 EACH,17.9g,16.9g,1.7g,0.1g,0g,1.3g,0mg,0.7g,622mg,12.5g,107.5mg,2.3mg,0mcg,167.7mg
Cornbread,Whitney,Dinner,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-23,186,1/35 HFSHT,7.3g,25.9g,0.7g,0g,0g,10.5g,23.6mg,9.7g,266.4mg,3.7g,82mg,1.1mg,0.1mcg,51.9mg
Mashed Potatoes,Whitney,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-23,142,4 OZ,7.8g,15.1g,4.9g,1.7g,0g,0.5g,21.1mg,0g,147.4mg,2.6g,25.2mg,0.8mg,0.2mcg,459.8mg
Sauteed Sweet and Sour Kale,Whitney,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-23,59,3 OZ,1.5g,10.4g,0.2g,2.9g,0g,4.8g,0mg,2.7g,117.9mg,3.4g,116.3mg,1.1mg,0mcg,388.4mg
Chicken Gravy,Whitney,Dinner,"Wheat, Soybeans",['Less Sodium'],2023-02-23,56,2 OZL,3.7g,4.2g,1.2g,0g,0g,0.4g,0mg,0g,228.4mg,0.6g,2.8mg,0.2mg,0mcg,7.4mg
Chocolate mousse pie,Whitney,Dinner,"Milk, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).",[],2023-02-23,525,1/8 PIE,19.4g,83.6g,17.1g,0g,0g,66.4g,5mg,32.4g,441.6mg,3.2g,98.3mg,1mg,1.3mcg,51.2mg
