Food Item, Dining Hall, Meal, Allergens, Dietary Restrictions, Date, Calories, Serving Size, Total Fat, Total Carbohydrates, Saturated Fat, Dietary Fiber , Trans Fat, Total Sugars, Cholesterol, Added Sugars, Sodium, Protein, Calcium, Iron, Vitamin D, Potassium
Teriyaki Swordfish,McMahon,Lunch,"Fish, Wheat, Soybeans, Sesame","['Less Sodium', 'Smart Check']",2023-01-20,203,4 OZ,7.5g,9.3g,1.7g,0g,0g,9.2g,75mg,0.3g,260.2mg,22.8g,16.9mg,0.7mg,23.8mcg,475.9mg
Corn And Black Bean Quesadilla,McMahon,Lunch,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-01-20,288,1 EACH,12.3g,33.6g,5.4g,0.2g,0g,2.6g,18.6mg,2g,601.8mg,9.7g,274.1mg,2.2mg,0mcg,139mg
Roasted Sweet Potato Salad With Chili Lime Dressing,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-20,134,4 OZ,3.6g,23.8g,0.3g,3.4g,0g,6.6g,0mg,1.5g,248.7mg,1.9g,36.9mg,0.8mg,0mcg,374.8mg
Cheese Pizza,McMahon,Lunch,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-01-20,259,1 PLATE,12.3g,25.2g,5.6g,1.1g,0g,2.4g,25.7mg,0.5g,485.2mg,13.1g,263.7mg,1.5mg,0mcg,33.6mg
Chef's Choice Pizza,McMahon,Lunch,"Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2023-01-20,123,1/16 PIZZA,2.8g,20.4g,0.4g,1.2g,0g,1.6g,0mg,0.4g,186mg,3.6g,12.2mg,1.2mg,0mcg,27.8mg
Chocolate Brownies,McMahon,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-01-20,203,1/96 SHEET,8.8g,28.4g,2g,1g,0g,21.3g,14.2mg,19.2g,122.1mg,1.5g,12.4mg,1.7mg,0.1mcg,76.3mg
Oatmeal Raisin Cookies,McMahon,Lunch,"Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian', 'Vegan']",2023-01-20,140,1 EACH,4.5g,22g,1.5g,0g,0g,13g,0mg,8g,85mg,2g,9mg,0.7mg,0mcg,82mg
Broiled Cod With Roasted Potato,McMahon,Dinner,"Fish, Wheat","['Less Sodium', 'Smart Check']",2023-01-20,278,1 PLATE,3.9g,38.8g,0.3g,5.6g,0g,4.3g,45mg,0.7g,224.6mg,25.9g,60.5mg,2.5mg,0mcg,807mg
Bulgogi Mushroom Tacos With Sweet Potato Tots,McMahon,Dinner,"Wheat, Soybeans, Gluten, Sesame","['Vegetarian', 'Vegan']",2023-01-20,518,1 PLATE,22.6g,71.4g,2.5g,5.6g,0g,18.4g,0mg,2.5g,1001.4mg,9g,226mg,3.4mg,0mcg,512.5mg
Char Siu Chicken with Crispy Rice Cakes,McMahon,Dinner,"Wheat, Soybeans, Sesame",[],2023-01-20,687,1 PLATE,12.7g,92.5g,2.2g,2.4g,0g,14.9g,170.9mg,7g,970.2mg,44.7g,80mg,4mg,0mcg,311.7mg
Marinara Sauce,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-20,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Rotini,McMahon,Dinner,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-01-20,212,4 OZ,3.6g,36.8g,0.4g,1.8g,0g,1.8g,0mg,0g,0mg,6.3g,0mg,1.6mg,0mcg,mg
Slow Roasted Strip Loin With Corn And Potato Salad,McMahon,Dinner,Milk,"['Gluten Friendly', 'Less Sodium']",2023-01-20,642,1 PLATE,38.1g,30.4g,13.2g,2g,1.8g,4.3g,133.7mg,0g,520.7mg,39.4g,28.1mg,3.9mg,0mcg,377.5mg
Chef's Choice Soup du Jour,McMahon,Dinner,,[],2023-01-20,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Corn With Pesto,McMahon,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-20,86,3 OZ,1.7g,16g,0.3g,0.1g,0g,1g,0.9mg,0g,32.2mg,1.3g,12.2mg,0.1mg,0mcg,5.8mg
Red Potato Salad,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-20,106,3 OZ,6.2g,12.8g,0.6g,1.7g,0g,1.5g,0mg,0g,81.2mg,2.5g,13.3mg,0.5mg,0mcg,356.4mg
Slow Roasted Strip Loin,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium']",2023-01-20,449,4 OZ,30.2g,1.6g,12.4g,0.1g,1.8g,1.8g,132.8mg,0g,407.3mg,35.6g,2.6mg,3.3mg,0mcg,15.3mg
Fried Sweet Potato Tots,McMahon,Dinner,Gluten,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-01-20,272,4 OZ,15.9g,31.1g,0.8g,2.7g,0g,10.8g,0mg,0g,270mg,1.4g,27mg,0.5mg,0mcg,229.5mg
Gochujang Ketchup,McMahon,Dinner,"Soybeans, Sesame","['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-20,18,1 TSP,0.5g,3.3g,0.1g,0g,0g,2.2g,0mg,0.9g,141.4mg,0.2g,0mg,0mg,0mcg,mg
Mushroom Bulgogi Tacos,McMahon,Dinner,"Wheat, Soybeans, Sesame","['Vegetarian', 'Vegan']",2023-01-20,237,2 EACH,6.4g,38.7g,1.7g,2.9g,0g,6.5g,0mg,2g,660.7mg,7.5g,199mg,2.9mg,0mcg,283mg
Carrot and Snow Pea Stir Fry,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-20,47,3 OZ,1.3g,6.9g,0.1g,2.3g,0g,4.1g,0mg,0g,112mg,2.1g,31.5mg,1.3mg,0mcg,227.7mg
Char Siu Chicken,McMahon,Dinner,"Wheat, Soybeans, Sesame","['Less Sodium', 'Smart Check']",2023-01-20,256,1 EACH,7.5g,6.3g,1.6g,0.1g,0g,4.7g,170.9mg,4g,501.5mg,36.3g,36.9mg,1.9mg,0mcg,6.8mg
Crispy Rice Cake,McMahon,Dinner,Sesame,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-20,372,1 EACH,3.9g,76.1g,0.5g,0g,0g,2.8g,0mg,0g,216.7mg,5.9g,11.6mg,0.7mg,0mcg,77.2mg
Kabayaki Sauce,McMahon,Dinner,Soybeans,[],2023-01-20,51,1 OZ,0g,12.7g,0g,0g,0g,12.7g,0mg,12.2g,560mg,1.1g,0mg,0.4mg,0mcg,mg
Baked Scrod,McMahon,Dinner,"Fish, Wheat","['Less Sodium', 'Smart Check']",2023-01-20,113,1 EACH,1.8g,5.3g,0.1g,0.3g,0g,0g,45mg,0g,94.8mg,18.9g,19.2mg,0.4mg,0mcg,4.7mg
Carrot Puree,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-20,14,1 OZ,0.1g,3.2g,0g,0g,0g,1.7g,0mg,0.7g,46.6mg,0.3g,10.6mg,0.1mg,0mcg,91.9mg
Peas,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-20,69,3 OZ,0g,11.8g,0g,3.9g,0g,0g,0mg,0g,0mg,4.9g,13.7mg,1mg,0mcg,132.3mg
Roasted Red Potato With French Herbs,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-20,65,2 OZ,1.3g,13.8g,0.1g,1.6g,0g,1.6g,0mg,0g,51.2mg,2.1g,13.3mg,0.8mg,0mcg,382.9mg
Cheese Pizza,McMahon,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-01-20,259,1 PLATE,12.3g,25.2g,5.6g,1.1g,0g,2.4g,25.7mg,0.5g,485.2mg,13.1g,263.7mg,1.5mg,0mcg,33.6mg
Chicken And Spinach With Horseradish Sauce Pizza,McMahon,Dinner,"Milk, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2023-01-20,304,1 PLATE,13.9g,25.3g,5.2g,0.9g,0g,1.7g,46.5mg,0.5g,542.4mg,20g,212.4mg,1.9mg,0mcg,67.5mg
Peach Bread Pudding,McMahon,Dinner,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-01-20,190,1/35 HFPAN,5.8g,25.7g,2.2g,0.4g,0g,17.3g,126.9mg,12.3g,167.1mg,8.2g,128.2mg,1.4mg,2.1mcg,98.2mg
Bacon,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium']",2023-01-21,45,2 EACH,3.5g,0g,1.5g,0g,0g,0g,10mg,0g,125mg,3g,0mg,0mg,mcg,mg
Breakfast Potatoes,McMahon,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-21,126,4 OZ,3g,22.7g,1g,0.2g,0g,0g,0mg,0g,350.1mg,1.5g,2.2mg,0.1mg,0mcg,9.6mg
Chefs Omelet Du Jour,McMahon,Lunch,"Milk, Eggs, Soybeans",[],2023-01-21,293,1 EACH,20.1g,1.5g,9.3g,0g,0g,0.5g,478.6mg,0g,507.5mg,22.1g,236.4mg,2.9mg,2.7mcg,203.7mg
Chocolate Chip Pancakes,McMahon,Lunch,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-01-21,548,2 EACH,24.5g,66.6g,4.6g,0g,0g,24.7g,114.6mg,14.2g,453.1mg,14g,300.6mg,4mg,0.7mcg,250.4mg
Hard Boiled Eggs,McMahon,Lunch,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-21,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Oatmeal Hot Cereal,McMahon,Lunch,Gluten,"['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-01-21,106,8 OZL,2.1g,19.1g,0.4g,0g,0g,0.7g,0mg,0g,82.1mg,3.5g,18.7mg,1.1mg,0mcg,106.3mg
Plant-Based Breakfast Sausage,McMahon,Lunch,"Soybeans, Coconut","['Gluten Friendly', 'Contains Nuts', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-21,90,1 EACH,6g,4g,2.5g,0g,0g,0g,0mg,0g,210mg,6g,49mg,1mg,0mcg,280mg
Scrambled Eggs,McMahon,Lunch,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-21,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Cheese Pizza,McMahon,Lunch,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-01-21,259,1 PLATE,12.3g,25.2g,5.6g,1.1g,0g,2.4g,25.7mg,0.5g,485.2mg,13.1g,263.7mg,1.5mg,0mcg,33.6mg
Marinara Sauce,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-21,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Penne Pasta,McMahon,Lunch,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-01-21,212,4 OZ,3.6g,36.8g,0.4g,1.8g,0g,1.8g,0mg,0g,0mg,6.3g,0mg,1.6mg,0mcg,0mg
Blueberry Muffin,McMahon,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-01-21,277,1 EACH,12.4g,36.9g,1.3g,0.7g,0g,23.4g,47.6mg,22.5g,171.6mg,3g,25.1mg,0.5mg,0.3mcg,46.1mg
Double Chocolate Chip Cookie,McMahon,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-01-21,170,1 EACH,8g,23g,4.5g,0g,0g,15g,10mg,0g,140mg,2g,10mg,0.7mg,mcg,105mg
Chipotle Buttermilk Chicken With Sweet Potato,McMahon,Dinner,Milk,"['Gluten Friendly', 'Smart Check']",2023-01-21,282,1 PLATE,7.1g,34.5g,3.5g,6.2g,0g,8.4g,60.8mg,0g,462.4mg,21.9g,85.8mg,3.1mg,0mcg,697.8mg
Chicken Parmesan Over Penne,McMahon,Dinner,"Milk, Wheat",[],2023-01-21,630,1 PLATE,25.5g,69.3g,4.2g,5.8g,0g,16.8g,53.9mg,0g,1378.7mg,30.3g,133.9mg,4.5mg,0mcg,11.3mg
Fried Calamari Over Greens,McMahon,Dinner,"Milk, Fish, Wheat, Soybeans, Gluten",[],2023-01-21,475,1 PLATE,30.9g,37.2g,3.7g,2.9g,0g,1.5g,177.2mg,0g,541.5mg,15.8g,89.5mg,2.2mg,0mcg,84.9mg
Lentil Taco in a Hard Shell,McMahon,Dinner,Soybeans,"['Gluten Friendly', 'Vegetarian', 'Vegan']",2023-01-21,301,1 PLATE,4.9g,47.1g,0.7g,12.7g,0g,4.8g,0mg,0.3g,647.3mg,12.6g,63.8mg,3.7mg,0mcg,229.3mg
Chef's Choice Soup du Jour,McMahon,Dinner,,[],2023-01-21,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Chipotle Buttermilk Chicken,McMahon,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-01-21,94,1 EACH,2.2g,1.3g,0.5g,0g,0g,0.7g,48.6mg,0g,297.3mg,17.7g,20.4mg,0.4mg,0mcg,28.6mg
Roasted Asparagus,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-21,20,3 OZ,0.4g,3.4g,0.1g,1.7g,0g,1.5g,0mg,0g,38mg,1.9g,20.9mg,1.8mg,0mcg,170.1mg
Whipped Sweet Potato,McMahon,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-21,168,4 OZ,4.5g,29.8g,2.9g,4.4g,0g,6.2g,12.2mg,0g,127mg,2.3g,44.4mg,0.9mg,0mcg,499.2mg
Fried Calamari Over Greens,McMahon,Dinner,"Milk, Fish, Wheat, Soybeans, Gluten",[],2023-01-21,475,1 EACH,30.9g,37.2g,3.7g,2.9g,0g,1.5g,177.2mg,0g,541.5mg,15.8g,89.5mg,2.2mg,0mcg,84.9mg
Lentil Taco in a Hard Shell,McMahon,Dinner,Soybeans,"['Gluten Friendly', 'Smart Check', 'Vegetarian', 'Vegan']",2023-01-21,301,2 EACH,4.9g,47.1g,0.7g,12.7g,0g,4.8g,0mg,0.3g,647.3mg,12.6g,63.8mg,3.7mg,0mcg,229.3mg
Chicken Parm With Fresh Mozz,McMahon,Dinner,"Milk, Wheat",[],2023-01-21,327,1 EACH,17.9g,20.4g,3.8g,2g,0g,5g,53.9mg,0g,899.7mg,22.1g,93.9mg,1.5mg,0mcg,11.3mg
Marinara Sauce,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-21,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Penne Pasta,McMahon,Dinner,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-01-21,318,6 OZ,5.3g,55.3g,0.6g,2.7g,0g,2.7g,0mg,0g,0mg,9.4g,0mg,2.4mg,0mcg,0mg
Cheese Pizza,McMahon,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-01-21,259,1 PLATE,12.3g,25.2g,5.6g,1.1g,0g,2.4g,25.7mg,0.5g,485.2mg,13.1g,263.7mg,1.5mg,0mcg,33.6mg
Veggie Combo Pizza,McMahon,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-01-21,212,1 PLATE,7.5g,26.4g,3.3g,1.8g,0g,2.8g,13.2mg,0.6g,391.7mg,9.4g,140.6mg,1.8mg,0mcg,91.9mg
Fruit of the Forest Pie,McMahon,Dinner,"Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian', 'Vegan']",2023-01-21,475,1/8 PIE,27.5g,55g,11.3g,2.5g,0g,22.5g,0mg,0g,412.5mg,3.8g,50mg,1.8mg,0mcg,mg
Bacon,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium']",2023-01-22,45,2 EACH,3.5g,0g,1.5g,0g,0g,0g,10mg,0g,125mg,3g,0mg,0mg,mcg,mg
Belgian Waffle,McMahon,Lunch,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-01-22,165,1 EACH,5g,26g,1.5g,1g,0g,5g,25mg,0g,400mg,4g,10mg,1.4mg,0mcg,mg
Chefs Omelet Du Jour,McMahon,Lunch,"Milk, Eggs, Soybeans",[],2023-01-22,293,1 EACH,20.1g,1.5g,9.3g,0g,0g,0.5g,478.6mg,0g,507.5mg,22.1g,236.4mg,2.9mg,2.7mcg,203.7mg
Hard Boiled Eggs,McMahon,Lunch,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-22,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Home Fries,McMahon,Lunch,Gluten,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-01-22,194,4 OZ,11.2g,22.4g,0.8g,0g,0g,0g,0mg,0g,57.5mg,1.4g,0mg,0mg,0mcg,mg
Oatmeal Hot Cereal,McMahon,Lunch,Gluten,"['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-01-22,106,8 OZL,2.1g,19.1g,0.4g,0g,0g,0.7g,0mg,0g,82.1mg,3.5g,18.7mg,1.1mg,0mcg,106.3mg
Plant-Based Breakfast Sausage,McMahon,Lunch,"Soybeans, Coconut","['Gluten Friendly', 'Contains Nuts', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-22,90,1 EACH,6g,4g,2.5g,0g,0g,0g,0mg,0g,210mg,6g,49mg,1mg,0mcg,280mg
Scrambled Eggs,McMahon,Lunch,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-22,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Beef Gravy,McMahon,Lunch,"Wheat, Soybeans",['Less Sodium'],2023-01-22,42,2 OZL,2.8g,3g,0.9g,0g,0g,0.4g,0mg,0g,149.5mg,0.8g,23.8mg,0.2mg,0mcg,68.4mg
Mashed Potatoes,McMahon,Lunch,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-22,132,4 OZ,5.2g,17.5g,3.3g,0g,0g,2.3g,15.4mg,0g,278.2mg,3.1g,91.5mg,0.3mg,1mcg,249.5mg
Roast Strip Loin,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium']",2023-01-22,449,4 OZ,30.3g,0.9g,12.5g,0.3g,1.8g,1.8g,133.6mg,0g,491.4mg,35.7g,5.7mg,3.4mg,0mcg,16.3mg
Cheese Pizza,McMahon,Lunch,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-01-22,259,1 PLATE,12.3g,25.2g,5.6g,1.1g,0g,2.4g,25.7mg,0.5g,485.2mg,13.1g,263.7mg,1.5mg,0mcg,33.6mg
Gemelli,McMahon,Lunch,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-01-22,212,4 OZ,3.6g,36.8g,0.4g,1.8g,0g,1.8g,0mg,0g,0mg,6.3g,0mg,1.6mg,0mcg,0mg
Marinara Sauce,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-22,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Assorted Strudel Bites,McMahon,Lunch,"Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian', 'Vegan']",2023-01-22,79,1 EACH,4.4g,9.1g,2.2g,0.2g,0g,4.3g,0mg,0g,44.1mg,0.6g,4mg,0.3mg,mcg,mg
S'mores Cookies,McMahon,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).",[],2023-01-22,190,1 EACH,9g,25g,4.5g,0g,0g,13g,10mg,13g,200.2mg,1g,10.1mg,1.3mg,0mcg,30mg
Red Lentil Pasta With Sun Dried Tomato Pesto,McMahon,Dinner,Milk,"['Gluten Friendly', 'Smart Check', 'Vegetarian']",2023-01-22,685,1 PLATE,22.9g,92.5g,4.9g,7.5g,0g,6.9g,10.1mg,0g,757.6mg,31.8g,149.3mg,8.7mg,0.6mcg,1636.7mg
Chicken With White Beans And Broccoli,McMahon,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-01-22,254,1 PLATE,9.1g,19.2g,2.8g,5.7g,0g,1.9g,56.1mg,0g,592mg,24.2g,100.5mg,2.2mg,0mcg,514.4mg
Gemelli,McMahon,Dinner,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-01-22,212,4 OZ,3.6g,36.8g,0.4g,1.8g,0g,1.8g,0mg,0g,0mg,6.3g,0mg,1.6mg,0mcg,0mg
Marinara Sauce,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-22,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Miso Roasted Beef,McMahon,Dinner,"Wheat, Soybeans","['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-01-22,586,1 PLATE,32.3g,27.2g,12.5g,2.2g,1.8g,6.3g,132.8mg,0.4g,574.5mg,40.1g,30.4mg,4.3mg,0mcg,220.2mg
Tacos De Carne Asada,McMahon,Dinner,"Wheat, Soybeans",[],2023-01-22,647,1 PLATE,35.5g,34g,14g,0.5g,1.8g,5.7g,132.8mg,2g,955.8mg,40.2g,125.6mg,5.4mg,0mcg,224.7mg
Chef's Choice Soup du Jour,McMahon,Dinner,,[],2023-01-22,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Brown Rice,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-22,96,3 OZ,0.8g,20.3g,0g,1.1g,0g,0g,0mg,0g,2.4mg,2.3g,1.8mg,0.2mg,0mcg,0mg
Miso Basted Beef,McMahon,Dinner,Soybeans,"['Gluten Friendly', 'Less Sodium']",2023-01-22,449,4 OZ,30.3g,0.6g,12.4g,0g,1.8g,2.2g,132.8mg,0g,290mg,35.8g,2.1mg,3.3mg,0mcg,12mg
Tare Roasted Vegetables,McMahon,Dinner,"Wheat, Soybeans, Sesame","['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-22,40,3 OZ,1.2g,6.2g,0.1g,1.1g,0g,4.2g,0mg,0.8g,283.1mg,2g,26.5mg,0.8mg,0mcg,208.1mg
Tacos De Carne Asada,McMahon,Dinner,"Wheat, Soybeans",[],2023-01-22,647,2 EACH,35.5g,34g,14g,0.5g,1.8g,5.7g,132.8mg,2g,955.8mg,40.2g,125.6mg,5.4mg,0mcg,224.7mg
Chicken With White Wine And Olives,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium']",2023-01-22,126,1 EACH,5.7g,1.8g,0.9g,0.1g,0g,0.1g,48.3mg,0g,368.6mg,17.5g,12.2mg,0.5mg,0mcg,21.4mg
Parmesan Roasted Broccoli,McMahon,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-22,30,4 OZL,1.2g,3.5g,0.4g,1.6g,0g,1g,1.7mg,0g,71.3mg,2.7g,49.3mg,0.6mg,0mcg,222mg
White Beans With Garlic And Herbs,McMahon,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-22,98,3 OZ,2.2g,13.9g,1.4g,4g,0g,0.8g,6.1mg,0g,152mg,4g,39mg,1.2mg,0mcg,271mg
Red Lentil Pasta With Sun Dried Tomato Pesto,McMahon,Dinner,Milk,"['Gluten Friendly', 'Vegetarian']",2023-01-22,685,10 OZ,22.9g,92.5g,4.9g,7.5g,0g,6.9g,10.1mg,0g,757.6mg,31.8g,149.3mg,8.7mg,0.6mcg,1636.7mg
Cheese Pizza,McMahon,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-01-22,259,1 PLATE,12.3g,25.2g,5.6g,1.1g,0g,2.4g,25.7mg,0.5g,485.2mg,13.1g,263.7mg,1.5mg,0mcg,33.6mg
Curly Fries,McMahon,Dinner,"Wheat, Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-01-22,246,4 OZ,19.2g,20g,1.8g,0g,0g,0g,0mg,0g,360.2mg,2g,0mg,0.4mg,mcg,240.1mg
Fried Plant Based Chicken Cutlet,McMahon,Dinner,"Wheat, Soybeans, Gluten","['Less Sodium', 'Vegetarian', 'Vegan']",2023-01-22,230,1 EACH,14g,20g,1.5g,0g,0g,2g,0mg,1g,320mg,9g,30mg,1.3mg,0mcg,190mg
Grilled Chicken Breast,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium']",2023-01-22,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Cheese Pizza,McMahon,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-01-22,259,1 PLATE,12.3g,25.2g,5.6g,1.1g,0g,2.4g,25.7mg,0.5g,485.2mg,13.1g,263.7mg,1.5mg,0mcg,33.6mg
Chef's Choice Pizza,McMahon,Dinner,"Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2023-01-22,123,1/16 PIZZA,2.8g,20.4g,0.4g,1.2g,0g,1.6g,0mg,0.4g,186mg,3.6g,12.2mg,1.2mg,0mcg,27.8mg
Confetti Cake,McMahon,Dinner,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-01-22,203,1/35 HFSHT,8.7g,30g,3.4g,0g,0g,17.1g,0mg,16.8g,250.2mg,1.4g,14.8mg,0.6mg,0mcg,28.4mg
Breakfast Potatoes,McMahon,Breakfast,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-23,126,4 OZ,3g,22.7g,1g,0.2g,0g,0g,0mg,0g,350.1mg,1.5g,2.2mg,0.1mg,0mcg,9.6mg
Chefs Omelet Du Jour,McMahon,Breakfast,"Milk, Eggs, Soybeans",[],2023-01-23,293,1 EACH,20.1g,1.5g,9.3g,0g,0g,0.5g,478.6mg,0g,507.5mg,22.1g,236.4mg,2.9mg,2.7mcg,203.7mg
